categoria,cbo2002_ocupacao,competencia,fonte,grau_de_instrucao,horas_contratuais,id,idade,ind_trab_intermitente,ind_trab_parcial,indicador_aprendiz,municipio,raca_cor,regiao,salario,saldo_movimentacao,secao,sexo,subclasse,tam_estab_jan,tipo_de_deficiencia,tipo_empregador,tipo_estabelecimento,tipo_movimentacao,uf
106,717020,202006,1,4,44,9170,37,0,0,0,355030,3,3,1551.160034179688,-1,N,1,7820500,7,0,0,1,43,35
103,521135,202006,1,7,44,9171,18,0,0,1,353870,1,3,617.5,-1,G,1,4731800,4,0,0,1,40,35
101,521125,202006,1,7,44,9172,22,0,0,0,510340,3,5,1130,-1,G,1,4711302,6,0,0,1,40,51
101,513315,202006,1,7,44,9173,26,0,0,0,315860,6,3,1045,1,A,3,151201,5,0,0,1,10,31
101,848525,202006,1,6,0,9174,26,0,0,0,500620,1,5,1389.880004882813,-1,C,3,1011201,9,0,0,1,40,50
999,782310,202006,3,7,99,9175,27,9,9,9,430310,9,4,1660,-1,H,1,4930202,7,9,0,1,99,43
101,513505,202006,1,3,44,9176,43,0,0,0,420910,3,4,1188.410034179688,-1,I,3,5620101,9,0,0,1,31,42
101,721215,202006,1,7,44,9177,30,0,0,0,351880,3,3,1512.219970703125,1,C,1,2229302,6,0,0,1,20,35
101,715545,202006,1,7,44,9178,40,0,0,0,355030,2,3,3619,-1,F,1,4292802,3,0,0,1,43,35
101,422310,202006,1,7,36,9179,47,0,0,0,350600,6,3,1233.72998046875,-1,N,3,8220200,10,0,0,1,40,35
101,821215,202006,1,5,44,9180,46,0,0,0,310620,1,3,1150.219970703125,-1,G,1,4721102,6,0,0,1,31,31
101,715505,202006,1,4,46,9181,49,0,0,0,431690,1,4,1611.18994140625,1,F,1,4110700,4,0,0,1,20,43
101,424130,202006,1,7,44,9182,22,0,0,0,354980,1,3,1841.670043945313,1,M,3,7112000,3,0,0,1,20,35
106,414210,202006,1,7,44,9183,18,0,0,0,420890,1,4,1456.400024414063,1,N,1,7820500,7,0,0,1,10,42
101,782410,202006,1,7,44,9184,37,0,0,0,320320,3,3,1871.02001953125,1,H,1,4921301,6,0,0,1,20,32
101,782145,202006,1,7,44,9185,19,0,0,0,314610,2,3,1122,1,F,1,4299599,10,0,0,4,20,31
101,782510,202006,1,7,44,9186,45,0,0,0,352590,1,3,2128.3701171875,-1,H,1,4930202,7,0,0,1,43,35
106,414105,202006,1,9,44,9187,54,0,0,0,420910,1,4,1636.569946289063,1,N,1,7820500,10,0,0,1,20,42
101,715615,202006,1,7,44,9188,27,0,0,0,352260,6,3,1554.469970703125,1,F,1,4221903,9,0,0,1,20,35
101,784205,202006,1,7,44,9189,26,0,0,0,350380,1,3,1175.430053710938,1,C,1,1359600,8,0,0,1,20,35
101,422310,202006,1,7,36,9190,29,0,0,0,355030,1,3,855,1,N,3,8220200,10,0,0,1,20,35
101,723315,202006,1,7,44,9191,49,0,0,0,421660,6,4,1600.420043945313,-1,C,3,2539001,5,0,0,1,31,42
101,322205,202006,1,7,42,9192,27,0,0,0,355030,1,3,2297.510009765625,-1,Q,3,8610101,10,0,0,1,40,35
101,513315,202006,1,6,44,9193,31,0,0,0,330225,1,3,1068.77001953125,-1,I,3,5510801,4,0,0,1,40,33
101,782145,202006,1,7,44,9194,39,0,0,0,350390,3,3,1927.349975585938,-1,F,1,4399104,7,0,0,1,31,35
101,715535,202006,1,7,44,9195,31,0,0,0,410690,2,4,1840,1,F,1,4222701,6,0,0,1,20,41
101,521135,202006,1,7,48,9196,36,0,0,0,522010,1,5,1173.670043945313,-1,G,1,4731800,4,0,0,1,31,52
101,422320,202006,1,7,22,9197,23,0,1,0,230440,3,2,1087.920043945313,-1,J,1,6110803,7,0,0,1,31,23
101,421125,202006,1,7,44,9198,19,0,0,0,530010,3,5,1184.449951171875,-1,G,3,4691500,7,0,0,1,40,53
101,717020,202006,1,7,44,9199,36,0,0,0,316720,1,3,1122,1,M,1,7112000,8,0,0,1,20,31
101,784205,202006,1,7,44,9200,18,0,0,0,351150,1,3,1369.819946289063,1,C,1,3240099,2,0,0,1,20,35
101,715210,202006,1,7,44,9201,49,0,0,0,230765,3,2,1539,1,F,1,4311801,5,0,0,1,20,23
101,951105,202006,1,7,44,9202,30,0,0,0,330240,6,3,2929.860107421875,1,C,1,2731700,10,0,0,1,20,33
101,521140,202006,1,7,44,9203,26,0,0,0,520870,3,5,1060.369995117188,1,G,3,4781400,4,0,0,1,10,52
111,724410,202006,1,7,44,9204,38,1,0,0,354850,2,3,1955.800048828125,1,C,1,3317101,5,0,0,1,20,35
101,724440,202006,1,2,44,9205,36,0,0,0,250400,3,2,1078,1,C,1,2512800,5,0,0,1,20,25
101,421310,202006,1,7,36,9206,28,0,0,0,520110,1,5,1100,1,M,3,6911701,8,0,0,1,20,52
101,784105,202006,1,5,44,9207,30,0,0,0,412660,1,4,1850.0400390625,-1,C,1,3091102,10,0,0,1,31,41
101,641010,202006,1,4,44,9208,48,0,0,0,355030,3,3,1160,1,A,1,151202,99,0,2,3,20,35
101,715615,202006,1,7,44,9209,25,0,0,0,250750,1,2,1330.380004882813,1,F,1,4321500,7,0,0,1,20,25
101,612110,202006,1,7,44,9210,44,0,0,0,353010,1,3,1095.599975585938,-1,H,1,4930202,4,0,0,1,31,35
101,414105,202006,1,7,48,9211,31,0,0,0,150240,3,1,1282.349975585938,1,N,1,8299799,5,0,0,1,20,15
101,622105,202006,1,5,44,9212,63,0,0,0,355030,1,3,1367,-1,A,1,111301,99,0,2,3,31,35
101,521110,202006,1,7,44,9213,26,0,0,0,310620,1,3,1370.400024414063,1,G,3,4771701,10,0,0,1,20,31
101,717020,202006,1,3,44,9214,30,0,0,0,310620,3,3,1122.77001953125,-1,F,1,4120400,10,0,0,1,31,31
106,521125,202006,1,7,44,9215,21,0,0,0,410690,2,4,1292.930053710938,-1,N,3,7820500,8,0,0,1,43,41
101,521125,202006,1,7,44,9216,20,0,0,0,350210,1,3,1444.569946289063,-1,G,1,4711302,7,0,0,1,40,35
101,514320,202006,1,7,22,9217,42,0,1,0,170950,6,1,762.6199951171875,-1,P,3,8599601,2,0,0,1,31,17
101,421125,202006,1,7,44,9218,20,0,0,0,210140,6,2,1045,1,G,3,4711302,5,0,0,1,10,21
105,516345,202006,1,7,44,9219,45,0,0,0,350450,6,3,1200,1,S,1,9601701,7,0,0,1,20,35
101,514225,202006,1,7,20,9220,38,0,0,0,412770,6,4,577.27001953125,-1,N,3,7830200,8,0,0,1,31,41
101,212405,202006,1,9,40,9221,48,0,0,0,354870,3,3,8578,1,N,1,8211300,7,0,0,1,20,35
101,351505,202006,1,7,44,9222,30,0,0,0,270030,3,2,1045,-1,Q,3,8650099,99,0,2,3,31,27
101,731305,202006,1,7,44,9223,25,0,0,0,320080,3,3,1470,-1,J,1,6190699,4,0,0,1,31,32
101,351505,202006,1,8,44,9224,20,0,0,0,350115,1,3,2340.800048828125,1,C,3,2441501,10,0,0,1,20,35
106,414115,202006,1,7,44,9225,18,0,0,0,410690,1,4,1389.75,1,N,3,7820500,10,0,0,1,20,41
101,763210,202006,1,7,22,9226,34,0,0,0,430210,1,4,1213.359985351563,-1,C,3,1521100,4,0,0,1,31,43
101,717020,202006,1,3,44,9227,34,0,0,0,355030,6,3,1551.239990234375,1,F,1,4120400,4,0,0,1,20,35
101,414105,202006,1,7,40,9228,27,0,0,0,431490,1,4,1279.5,-1,H,1,5250804,5,0,0,1,31,43
101,411010,202006,1,7,44,9229,20,0,0,0,410580,1,4,2000,1,G,1,4744001,5,0,0,1,20,41
101,422310,202006,1,7,36,9230,22,0,0,0,430390,6,4,1013.719970703125,-1,N,3,8220200,10,0,0,1,40,43
101,514320,202006,1,6,44,9231,53,0,0,0,330455,6,3,1195,-1,F,3,4313400,8,0,0,1,31,33
999,514325,202006,1,5,44,9232,22,0,0,0,150360,3,1,1150,1,E,1,3811400,4,0,0,1,10,15
101,322205,202006,1,7,36,9233,49,0,0,0,292740,3,2,1777.050048828125,1,Q,3,8610101,10,0,0,1,20,29
105,622020,202006,1,4,44,9234,42,0,0,0,316470,6,3,1149.5,1,A,3,134200,5,0,0,1,20,31
111,715525,202006,1,5,44,9235,46,1,0,0,316720,6,3,1749,1,F,1,4299599,1,0,0,4,20,31
101,141410,202006,1,7,42,9236,23,0,0,0,353440,3,3,2756.5400390625,-1,G,3,4771701,5,0,0,1,31,35
101,411010,202006,1,9,40,9237,37,0,0,0,330510,3,3,2171.610107421875,-1,N,3,8299799,10,0,0,1,31,33
101,766145,202006,1,8,44,9238,24,0,0,0,355620,6,3,1674.199951171875,-1,C,1,1821100,5,0,0,1,40,35
101,422105,202006,1,7,48,9239,23,0,0,0,312770,1,3,1168,1,G,3,4772500,4,0,0,1,20,31
101,517410,202006,1,8,36,9240,27,0,0,0,260600,1,2,1133.18994140625,1,N,1,8112500,5,0,0,1,20,26
101,354125,202006,1,7,44,9241,21,0,0,0,312770,6,3,1045,1,G,3,4729699,1,0,0,1,20,31
999,514320,202006,1,5,44,9242,48,0,0,0,355030,2,3,1374,-1,N,1,8112500,3,0,0,1,40,35
101,715505,202006,1,7,44,9243,21,0,0,0,420890,1,4,1540,-1,C,1,3321000,2,0,0,1,32,42
101,411005,202006,1,7,44,9244,20,0,0,0,150150,3,1,1232.400024414063,-1,G,1,4639701,9,0,0,1,31,15
106,784205,202006,1,7,44,9245,23,0,0,0,350160,1,3,1311.199951171875,-1,N,1,7820500,8,0,0,1,43,35
999,354125,202006,1,9,44,9246,26,0,0,0,330390,1,3,1200,1,C,3,1412601,5,0,0,1,20,33
101,414125,202006,1,7,44,9247,26,0,0,0,431490,1,4,1621.75,1,G,1,4673700,5,0,0,1,20,43
101,717020,202006,1,5,44,9248,23,0,0,0,420820,1,4,1227.599975585938,-1,F,1,4213800,3,0,0,1,31,42
101,314410,202006,1,6,44,9249,61,0,0,0,317070,1,3,10436.400390625,-1,C,1,2222600,8,0,0,1,31,31
101,631205,202006,1,2,0,9250,28,0,9,0,431560,3,4,1300,-1,C,1,1020102,7,0,0,1,43,43
101,411030,202006,1,9,44,9251,57,0,0,0,412820,1,4,2878,-1,C,3,1722200,5,0,0,1,31,41
101,621005,202006,1,5,45,9252,26,0,0,0,355030,2,3,1045,-1,A,1,151202,99,0,2,3,31,35
101,521125,202006,1,7,44,9253,26,0,0,0,431440,1,4,1380,-1,G,1,4711302,3,0,0,1,40,43
105,322205,202006,1,8,36,9254,37,0,0,0,355030,1,3,2995.27001953125,1,Q,3,8610101,10,0,0,1,20,35
111,914305,202006,1,5,1,9255,47,1,0,0,320520,3,3,5,-1,N,1,8211300,4,0,0,1,31,32
101,515110,202006,1,7,36,9256,36,0,0,0,260960,3,2,1066.119995117188,1,N,1,8121400,7,0,0,1,20,26
106,223505,202006,1,9,36,9257,27,0,0,0,330455,1,3,3506.22998046875,-1,N,3,7810800,3,0,0,1,43,33
105,911305,202006,1,8,44,9258,20,0,0,0,355030,1,3,2106,-1,G,1,4663000,4,0,0,1,31,35
101,513435,202006,1,7,44,9259,22,0,0,0,354870,6,3,1440.680053710938,-1,I,3,5620104,2,0,0,1,31,35
101,411005,202006,1,7,44,9260,25,0,0,0,431410,6,4,1340.800048828125,-1,M,1,6920601,2,0,0,1,31,43
101,234520,202006,1,9,12,9261,54,0,0,0,353060,1,3,5437.7998046875,-1,P,1,8532500,9,0,0,1,31,35
101,322205,202006,1,7,36,9262,26,0,0,0,260110,6,2,1061.699951171875,1,Q,3,8610102,7,0,0,1,20,26
101,422315,202006,1,7,36,9263,23,0,0,0,317020,3,3,1045,-1,N,3,8220200,10,0,0,1,31,31
106,521110,202006,1,7,44,9264,18,0,0,0,350570,1,3,1442,-1,M,1,7319002,10,0,0,1,43,35
101,233225,202006,1,80,44,9265,42,0,0,0,355030,1,3,4433.27001953125,-1,P,1,8599699,5,0,0,1,40,35
101,411005,202006,1,7,44,9266,34,0,0,0,420910,6,4,1357.949951171875,-1,J,1,6110803,4,0,0,1,31,42
101,521110,202006,1,7,44,9267,22,0,0,0,420540,6,4,1529,1,G,3,4789001,1,0,0,1,20,42
101,224135,202006,1,9,22,9268,41,0,0,0,355030,1,3,1800,-1,P,1,8591100,3,0,0,1,31,35
101,782320,202006,1,7,44,9269,37,0,0,0,230440,3,2,1356.719970703125,1,N,3,8299799,10,0,0,1,20,23
101,782310,202006,1,7,44,9270,44,0,0,0,412710,1,4,1562,1,H,1,4929902,1,0,0,1,20,41
101,622505,202006,1,5,44,9271,39,0,0,0,352930,3,3,1163.550048828125,1,A,3,161003,10,0,0,1,20,35
101,312105,202006,1,9,44,9272,27,0,0,0,130260,3,1,2500,-1,F,3,4329199,3,0,0,1,31,13
101,322230,202006,1,7,36,9273,29,0,0,0,354340,6,3,1732,-1,Q,3,8610101,10,0,0,1,40,35
101,622020,202006,1,4,44,9274,38,0,0,0,432250,3,4,1320,1,A,1,133407,10,0,0,1,20,43
101,421125,202006,1,7,40,9275,22,0,0,0,430510,1,4,1112,1,G,3,4711302,6,0,0,1,10,43
101,724205,202006,1,2,44,9276,45,0,0,0,351880,1,3,1770.989990234375,-1,C,1,3099700,8,0,0,1,60,35
101,421125,202006,1,8,45,9277,27,0,0,0,510340,3,5,1261.579956054688,1,N,3,8211300,8,0,0,1,20,51
101,783215,202006,1,7,44,9278,45,0,0,0,431870,3,4,1205,1,F,1,4120400,10,0,0,1,20,43
101,622020,202006,1,1,44,9279,24,0,0,0,220323,3,2,1160,-1,A,1,115600,99,0,2,3,31,22
101,511215,202006,1,2,44,9280,70,0,0,0,420200,1,4,1277,-1,H,1,4921301,7,0,0,1,40,42
101,519940,202006,1,7,44,9281,31,0,0,0,310620,3,3,1549.5400390625,1,N,1,8299701,8,0,0,1,20,31
101,623310,202006,1,5,48,9282,18,0,0,0,355030,1,3,1107.699951171875,1,A,1,155505,99,0,2,3,20,35
101,782510,202006,1,4,44,9283,45,0,0,0,355030,3,3,1585.02001953125,-1,H,1,4930201,10,0,0,1,31,35
101,715545,202006,1,4,44,9284,38,0,0,0,330455,3,3,1699.329956054688,1,F,1,4299599,9,0,0,1,20,33
101,421125,202006,1,7,44,9285,28,0,0,0,510850,1,5,1045,-1,I,3,5611203,5,0,0,1,31,51
105,784205,202006,1,6,44,9286,34,0,0,0,521930,3,5,1208,-1,A,3,141501,7,0,0,1,40,52
101,848510,202006,1,8,44,9287,38,0,0,0,355030,3,3,1771.150024414063,-1,G,1,4711302,7,0,0,1,31,35
101,422305,202006,1,7,28,9288,33,0,0,0,355030,2,3,1271.150024414063,-1,Q,3,8800600,10,0,0,1,40,35
105,783215,202006,1,5,43,9289,26,0,0,0,310930,3,3,1180.849975585938,-1,G,1,4623106,5,0,0,1,43,31
101,773325,202006,1,5,44,9290,40,0,0,0,320520,3,3,1441.22998046875,-1,C,1,1622602,5,0,0,1,90,32
101,513205,202006,1,7,44,9291,48,0,0,0,410640,2,4,1122.869995117188,-1,G,3,4729699,8,0,0,1,31,41
101,717020,202006,1,7,42,9292,38,0,0,0,510790,3,5,1192,1,F,1,4399103,3,0,0,1,20,51
101,421125,202006,1,7,30,9293,27,0,0,0,313380,1,3,784.239990234375,1,G,3,4711302,6,0,0,1,20,31
101,782710,202006,1,7,44,9294,32,0,0,0,510250,3,5,1082.609985351563,-1,H,1,5099801,2,0,0,1,40,51
101,422105,202006,1,7,44,9295,55,0,0,0,355030,6,3,1045,-1,Q,3,8630504,99,0,2,3,40,35
101,717020,202006,1,4,44,9296,26,0,0,0,522205,3,5,1163.31005859375,1,C,1,1071600,9,0,0,1,20,52
106,391115,202006,1,7,40,9297,28,0,0,0,355030,3,3,1467,-1,N,3,7820500,10,0,0,1,40,35
101,414110,202006,1,7,44,9298,32,0,0,0,330455,1,3,1140,1,G,1,4711302,1,0,0,1,20,33
101,763210,202006,1,4,30,9299,46,0,0,0,312230,3,3,1000,-1,C,3,1412601,6,0,0,1,43,31
101,782510,202006,1,7,44,9300,40,0,0,0,355030,3,3,1644,1,G,1,4759899,7,0,0,1,20,35
101,771105,202006,1,7,44,9301,29,0,0,0,410480,1,4,2500,-1,C,1,3101200,3,0,0,1,31,41
101,411005,202006,1,7,40,9302,22,0,0,0,313130,3,3,1060,-1,Q,3,8610102,10,0,0,1,40,31
101,513420,202006,1,7,36,9303,26,0,0,0,315250,2,3,1370,-1,I,1,5611201,4,0,0,1,31,31
999,411010,202006,1,7,44,9304,27,0,0,0,354340,1,3,2100,1,F,1,4120400,7,0,0,1,20,35
101,848315,202006,1,7,44,9305,21,0,0,0,431340,1,4,1480,-1,C,1,1091101,7,0,0,1,31,43
101,784125,202006,1,7,44,9306,45,0,0,0,500295,1,5,1940.400024414063,1,H,1,5211799,5,0,0,1,20,50
999,223505,202006,1,9,30,9307,35,0,0,0,350520,1,3,2023.510009765625,-1,O,3,8411600,9,0,0,1,40,35
101,513435,202006,1,7,44,9308,36,0,0,0,355030,3,3,1226.050048828125,-1,I,3,5611203,6,0,0,1,40,35
101,517330,202006,1,7,38,9309,25,0,0,0,355030,2,3,1597.7099609375,1,N,1,8011101,10,0,0,1,20,35
101,622020,202006,1,4,44,9310,38,0,0,0,355030,3,3,1238.530029296875,1,A,1,115600,99,0,2,3,20,35
101,414110,202006,1,7,44,9311,21,0,0,0,352250,3,3,1386,1,H,1,4930202,9,0,0,1,20,35
101,411010,202006,1,7,44,9312,56,0,0,0,317070,1,3,4525,-1,G,1,4621400,5,0,0,1,31,31
101,411005,202006,1,7,44,9313,47,0,0,0,330070,6,3,1556.25,-1,N,3,8219999,2,0,0,1,31,33
101,262615,202006,1,8,20,9314,25,0,0,0,430210,1,4,426.3999938964844,-1,Q,3,8800600,2,0,0,1,31,43
101,717020,202006,1,7,44,9315,23,0,0,0,355030,1,3,1610.56005859375,1,F,1,4120400,6,0,0,1,20,35
101,521135,202006,1,7,44,9316,20,0,0,0,310160,1,3,1117.52001953125,1,G,1,4731800,2,0,0,1,20,31
101,513505,202006,1,7,44,9317,25,0,0,0,355030,1,3,1428.469970703125,-1,G,1,4721102,4,0,0,1,31,35
101,413110,202006,1,9,44,9318,31,0,0,0,260170,6,2,2627.639892578125,1,K,3,6462000,6,0,0,1,20,26
101,514320,202006,1,2,42,9319,25,0,0,0,350920,1,3,1201.300048828125,1,N,1,8299701,10,0,0,1,20,35
101,410105,202006,1,7,44,9320,24,0,0,0,420540,1,4,1979.93994140625,-1,G,3,4711302,7,0,0,1,31,42
101,142115,202006,1,7,44,9321,54,0,0,0,410550,1,4,2707.419921875,1,C,3,1412601,5,0,0,1,20,41
101,223405,202006,1,9,44,9322,27,0,0,0,530010,6,5,5544.5400390625,1,G,3,4771701,1,0,0,1,20,53
101,411005,202006,1,9,44,9323,29,0,0,0,530010,6,5,1045,1,Q,1,8650003,2,0,0,1,20,53
101,252105,202006,1,7,31,9324,20,0,0,0,354140,1,3,1418.569946289063,-1,N,1,8220200,6,0,0,1,31,35
101,784205,202006,1,7,44,9325,22,0,0,0,353870,3,3,9.859999656677246,-1,C,1,1733800,9,0,0,1,31,35
101,724220,202006,1,7,44,9326,28,0,0,0,150553,3,1,1045,1,F,1,4321500,9,0,0,1,20,15
101,919105,202006,1,7,44,9327,25,0,0,0,430430,1,4,1310,-1,G,1,4530703,2,0,0,1,31,43
101,517330,202006,1,7,44,9328,36,0,0,0,355030,3,3,1597.7099609375,-1,N,1,8011101,10,0,0,1,31,35
101,520110,202006,1,80,44,9329,40,0,0,0,421130,1,4,4652,-1,C,3,1020102,10,0,0,1,40,42
101,725505,202006,1,7,44,9330,31,0,0,0,330420,1,3,1494.699951171875,-1,C,1,2949299,6,0,0,1,31,33
101,715525,202006,1,4,30,9331,41,0,0,0,431490,1,4,1261.5,1,F,1,4110700,4,0,0,1,20,43
101,322230,202006,1,7,36,9332,41,0,0,0,355030,1,3,1800,1,Q,3,8712300,1,0,0,1,20,35
101,421125,202006,1,7,56,9333,47,0,0,0,310620,1,3,1158.72998046875,1,G,3,4711302,5,0,0,1,20,31
101,391115,202006,1,7,38,9334,42,0,0,0,355030,1,3,1459.030029296875,-1,N,1,8211300,6,0,0,1,31,35
101,782510,202006,1,3,44,9335,35,0,0,0,411520,1,4,2146.1201171875,1,H,1,4930202,10,0,0,1,20,41
101,223505,202006,1,9,42,9336,36,0,0,0,500370,3,5,2924,1,Q,3,8690999,8,0,0,1,20,50
101,521110,202006,1,7,44,9337,56,0,0,0,354850,1,3,1331,-1,G,3,4781400,1,0,0,1,31,35
101,717020,202006,1,7,44,9338,27,0,0,0,260170,3,2,1179.199951171875,1,H,1,5320202,3,0,0,1,20,26
101,725310,202006,1,6,44,9339,26,0,0,0,431265,1,4,1741.670043945313,-1,C,1,2833000,10,0,0,1,31,43
101,622505,202006,1,5,44,9340,26,0,0,0,432250,1,4,1320,1,G,1,4633801,6,0,0,1,20,43
101,715610,202006,1,5,44,9341,47,0,0,0,411520,1,4,1859,-1,F,1,4120400,4,0,0,1,31,41
101,783225,202006,1,7,44,9342,19,0,0,0,260400,6,2,1045,1,H,1,4930201,5,0,0,1,20,26
101,862150,202006,1,6,44,9343,26,0,0,0,421360,6,4,1460.800048828125,1,C,1,1621800,7,0,0,1,20,42
101,411005,202006,1,7,44,9344,25,0,0,0,250030,3,2,1020,-1,G,3,4754701,5,0,0,1,31,25
103,721315,202006,1,6,20,9345,17,0,0,1,351510,3,3,1206.380004882813,-1,C,1,2813500,7,0,0,1,43,35
101,411005,202006,1,7,43,9346,18,0,0,0,313130,1,3,1193,-1,G,1,4729699,3,0,0,1,43,31
101,622610,202006,1,7,44,9347,41,0,0,0,355030,1,3,1045,1,A,3,134200,99,0,2,3,20,35
101,721325,202006,1,5,44,9348,46,0,0,0,150140,1,1,1801.800048828125,1,F,1,4292802,7,0,0,1,20,15
111,421125,202006,1,7,44,9349,25,1,0,0,330350,1,3,1174.800048828125,1,G,3,4759899,5,0,0,1,20,33
101,201210,202006,1,7,0,9350,32,0,9,0,355030,1,3,2000,1,G,3,4663000,1,0,0,1,20,35
101,513205,202006,1,7,44,9351,54,0,0,0,510787,3,5,1500,1,N,3,8130300,5,0,0,1,20,51
101,717020,202006,1,7,44,9352,37,0,0,0,355030,1,3,1551.160034179688,1,F,1,4120400,3,0,0,1,20,35
101,414110,202006,1,7,44,9353,28,0,0,0,510263,1,5,1320,-1,C,1,1064300,6,0,0,1,43,51
101,513505,202006,1,7,44,9354,19,0,0,0,410580,1,4,1142,-1,I,1,5620101,7,0,0,1,31,41
101,223208,202006,1,9,7,9355,45,0,0,0,353060,6,3,1047.900024414063,1,Q,1,8630504,2,0,0,1,20,35
101,521110,202006,1,9,44,9356,26,0,0,0,292740,3,2,1208.949951171875,1,G,3,4711302,6,0,0,1,20,29
101,724315,202006,1,5,44,9357,31,0,0,0,411730,3,4,3713.60009765625,1,F,1,4292802,6,0,0,1,20,41
101,212405,202006,1,9,44,9358,31,0,0,0,355030,6,3,10084.1796875,-1,Q,1,8640202,9,1,0,1,40,35
101,818105,202006,1,7,44,9359,36,0,0,0,410690,1,4,1880,1,C,1,1062700,7,0,0,1,20,41
106,325110,202006,1,9,44,9360,23,0,0,0,350950,1,3,1700,-1,N,1,7820500,10,0,0,1,43,35
101,322205,202006,1,7,36,9361,18,0,0,0,230440,3,2,1191.859985351563,1,Q,3,8610101,10,0,0,1,20,23
101,252305,202006,1,9,40,9362,63,0,0,0,110020,6,1,3270.02001953125,1,B,3,891600,5,0,0,1,20,11
103,715615,202006,1,7,44,9363,21,0,0,1,314520,3,3,532,-1,C,1,1539400,7,0,0,1,43,31
106,784110,202006,1,7,44,9364,30,0,0,0,354890,1,3,1663.199951171875,1,N,3,7820500,8,0,0,1,20,35
101,783225,202006,1,5,40,9365,33,0,0,0,330455,2,3,1244.550048828125,1,G,1,4744099,3,0,0,1,20,33
101,314120,202006,1,7,44,9366,59,0,0,0,330455,3,3,3958.699951171875,-1,C,1,1122401,10,0,0,1,31,33
101,374305,202006,1,7,40,9367,41,0,0,0,354850,1,3,2350.050048828125,-1,N,1,7739099,5,0,0,1,31,35
101,631205,202006,1,4,0,9368,61,0,9,0,431560,1,4,1820,-1,C,1,1020102,7,0,0,1,43,43
101,142320,202006,1,7,44,9369,23,0,0,0,420290,6,4,1800,1,G,3,4642701,1,0,0,1,20,42
101,521125,202006,1,4,44,9370,45,0,0,0,431490,1,4,1251.449951171875,1,G,1,4711302,5,0,0,1,20,43
999,517330,202006,1,7,44,9371,32,0,0,0,291920,6,2,1084,-1,N,1,8011101,6,0,0,1,40,29
101,520110,202006,1,7,44,9372,46,0,0,0,351050,1,3,1800,1,G,1,4639701,4,0,0,1,20,35
101,514320,202006,1,7,44,9373,42,0,0,0,150140,3,1,1045,-1,N,3,8121400,10,0,0,1,31,15
101,731320,202006,1,7,44,9374,32,0,0,0,411520,3,4,1950.619995117188,1,F,3,4221905,8,0,0,1,20,41
101,623315,202006,1,7,44,9375,28,0,0,0,420440,1,4,1743,-1,C,1,1012101,6,0,0,1,40,42
101,715210,202006,1,7,3,9376,33,0,0,0,350950,1,3,482.1000061035156,-1,F,1,4120400,9,0,0,1,31,35
101,231210,202006,1,11,44,9377,42,0,0,0,510340,1,5,0,-1,P,3,8520100,6,0,0,1,90,51
101,141405,202006,1,7,44,9378,23,0,0,0,261160,6,2,1094.030029296875,-1,G,1,4724500,4,0,0,1,31,26
101,322415,202006,1,7,44,9379,23,0,0,0,350400,6,3,1219.920043945313,-1,Q,3,8630504,4,0,0,1,40,35
101,410105,202006,1,6,44,9380,41,0,0,0,430510,1,4,2023.7900390625,-1,G,3,4691500,6,0,0,1,31,43
101,862120,202006,1,7,44,9381,40,0,0,0,510840,3,5,1500,1,C,1,1066000,5,0,0,1,20,51
101,422315,202006,1,7,30,9382,22,0,0,0,354850,1,3,831.6699829101563,1,N,3,8220200,10,0,0,1,20,35
101,354815,202006,1,9,22,9383,21,0,0,0,411070,1,4,650,-1,N,3,7911200,2,0,0,1,40,41
101,223605,202006,1,9,44,9384,28,0,0,0,530010,6,5,1890,-1,Q,3,8650004,2,0,0,1,31,53
105,622205,202006,1,3,44,9385,58,0,0,0,520480,1,5,1045,1,A,3,141501,5,0,0,1,20,52
101,414125,202006,1,7,44,9386,24,0,0,0,420200,1,4,1525,1,G,1,4752100,3,0,0,1,20,42
101,414140,202006,1,7,44,9387,20,0,0,0,410690,1,4,1380.050048828125,1,G,1,4754701,4,0,0,1,20,41
101,252105,202006,1,9,0,9388,43,0,9,0,355030,1,3,4063.199951171875,-1,M,1,7020400,6,0,0,1,31,35
101,214610,202006,1,8,44,9389,21,0,0,0,351640,6,3,1500,1,G,1,4789099,2,0,0,1,20,35
101,225125,202006,1,9,5,9390,62,0,0,0,431306,1,4,1514,-1,Q,1,8630503,4,0,0,1,31,43
101,622505,202006,1,2,44,9391,45,0,0,0,350610,3,3,1163.550048828125,1,A,1,161099,10,0,0,1,20,35
101,142335,202006,1,7,44,9392,50,0,0,0,355030,1,3,11561.0595703125,1,K,1,6619399,10,0,0,1,10,35
101,992225,202006,1,2,44,9393,53,0,0,0,500270,1,5,1076,1,F,1,4211101,6,0,0,1,20,50
101,519110,202006,1,9,44,9394,29,0,0,0,352850,3,3,1183,-1,G,1,4530703,2,0,0,1,40,35
101,715405,202006,1,5,44,9395,25,0,0,0,352310,3,3,1752.800048828125,-1,F,1,4330499,7,0,0,1,31,35
101,782310,202006,1,7,44,9396,46,0,0,0,355030,1,3,1567.910034179688,-1,N,1,7719599,8,0,0,1,31,35
101,514320,202006,1,7,22,9397,25,0,0,0,316250,1,3,1070,-1,C,3,1091102,2,0,0,1,31,31
101,322210,202006,1,9,36,9398,29,0,0,0,530010,6,5,1600,1,Q,3,8610101,6,0,0,1,20,53
